Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12675,2022-11-17,0.0710210011,-0.011078911,-0.009492156,21,100
Market-Adjusted Model,12676,2022-11-17,0.0623499663,-0.019564172,-0.018163191,21,100
Market-Adjusted Model,12680,2022-11-17,0.0742857132,-0.000928691,-0.006227444,21,100
Market-Adjusted Model,12681,2022-11-17,0.0531911456,-0.022165479,-0.027322012,21,100
Market-Adjusted Model,12684,2022-11-17,0.0312925254,-0.044311507,-0.049220632,21,100
Market-Adjusted Model,12690,2022-11-17,-0.002457051,-0.069548683,-0.082970208,21,100
Market-Adjusted Model,12693,2022-11-17,0.0484626397,-0.031964935,-0.032050517,21,100
Market-Adjusted Model,12697,2022-11-17,-0.087301598,-0.161024564,-0.167814755,21,100
Market-Adjusted Model,12699,2022-11-17,-0.01192852,-0.069167788,-0.092441678,21,100
Market-Adjusted Model,12717,2022-11-17,0.0788019499,-0.000367683,-0.001711207,21,100
Market-Adjusted Model,12741,2022-11-17,0.038038868,-0.041420889,-0.042474289,21,100
Market-Adjusted Model,12745,2022-11-17,-0.17142858,-0.256931295,-0.251941737,21,100
Market-Adjusted Model,12747,2022-11-17,0.0327869342,-0.046806346,-0.047726223,21,100
Market-Adjusted Model,12748,2022-11-17,0.0380305509,-0.042144623,-0.042482606,21,100
Market-Adjusted Model,12751,2022-11-17,-0.441304351,-0.557078332,-0.521817508,21,100
Market-Adjusted Model,12753,2022-11-17,0.074656195,-0.007314188,-0.005856962,21,100
Market-Adjusted Model,12754,2022-11-17,0.1257020269,0.0449628408,0.0451888697,21,100
Market-Adjusted Model,12756,2022-11-17,0.0460468925,-0.029678279,-0.034466265,21,100
Market-Adjusted Model,12759,2022-11-17,0.0217048948,-0.058260519,-0.058808262,21,100
Market-Adjusted Model,12781,2022-11-17,-0.006360255,-0.082317327,-0.086873412,21,100
Market-Adjusted Model,12783,2022-11-17,0.1777264804,0.0853333511,0.0972133232,21,100
Market-Adjusted Model,12786,2022-11-17,0.1588902733,0.1068674011,0.0783771161,21,100
Market-Adjusted Model,12788,2022-11-17,-0.013824905,-0.074145392,-0.094338062,21,100
Market-Adjusted Model,12789,2022-11-17,-0.309861997,-0.372738999,-0.390375154,21,100
Market-Adjusted Model,12796,2022-11-17,-0.007459202,-0.084883886,-0.08797236,21,100
Market-Adjusted Model,12826,2022-11-17,0.1251837475,0.0456102379,0.0446705903,21,100
Market-Adjusted Model,12828,2022-11-17,0.2681912531,0.1662561963,0.1876780959,21,100
Market-Adjusted Model,12839,2022-11-17,0.0580233916,-0.021351482,-0.022489766,21,100
Market-Adjusted Model,12840,2022-11-17,-0.097719874,-0.171290205,-0.178233032,21,100
Market-Adjusted Model,12841,2022-11-17,0.1146971938,0.0307673725,0.0341840366,21,100
Market-Adjusted Model,12842,2022-11-17,0.0722348035,-0.009624321,-0.008278354,21,100
Market-Adjusted Model,12844,2022-11-17,0.121430501,0.0363492915,0.0409173438,21,100
Market-Adjusted Model,12847,2022-11-17,0.0167507946,-0.062989739,-0.063762363,21,100
Market-Adjusted Model,12852,2022-11-17,0.2091294911,0.1188364977,0.1286163339,21,100
Market-Adjusted Model,12867,2022-11-17,0.1091671834,0.0257157131,0.0286540262,21,100
Market-Adjusted Model,12868,2022-11-17,0.0948003327,0.0143450105,0.0142871755,21,100
Market-Adjusted Model,12870,2022-11-17,0.0049505441,-0.075434497,-0.075562613,21,100
Market-Adjusted Model,12871,2022-11-17,0.0991735547,0.0169625163,0.0186603975,21,100
Market-Adjusted Model,12872,2022-11-17,0.0369470703,-0.040407247,-0.043566087,21,100
Market-Adjusted Model,12874,2022-11-17,0.0297633099,-0.050515441,-0.050749847,21,100
Market-Adjusted Model,12875,2022-11-17,0.0937578316,0.0124238525,0.0132446744,21,100
Market-Adjusted Model,12876,2022-11-17,0.0511898717,-0.028914636,-0.029323285,21,100
Market-Adjusted Model,12877,2022-11-17,0.7749999064,0.5282189592,0.6944867493,21,100
Market-Adjusted Model,12880,2022-11-17,-0.115455382,-0.175616332,-0.195968539,21,100
Market-Adjusted Model,12885,2022-11-17,0.0292673365,-0.049316593,-0.051245821,21,100
Market-Adjusted Model,12886,2022-11-17,0.2958397674,0.1940924234,0.2153266102,21,100
Market-Adjusted Model,12890,2022-11-17,-0.285714266,-0.313498166,-0.366227423,21,100
Market-Adjusted Model,12895,2022-11-17,0.0346124947,-0.043574863,-0.045900663,21,100
Market-Adjusted Model,12899,2022-11-17,0.1044648636,0.0200885403,0.0239517064,21,100
Market-Adjusted Model,12902,2022-11-17,0.0397547354,-0.040676727,-0.040758422,21,100
Market-Adjusted Model,12904,2022-11-17,0.0508318897,-0.030385397,-0.029681267,21,100
Market-Adjusted Model,12905,2022-11-17,0.1683490439,0.0850447215,0.0878358867,21,100
Market-Adjusted Model,12912,2022-11-17,-0.168023265,-0.21650345,-0.248536422,21,100
Market-Adjusted Model,12913,2022-11-17,0.0481471116,-0.03130644,-0.032366046,21,100
Market-Adjusted Model,12919,2022-11-17,0.4908289025,0.3552792598,0.4103157454,21,100
Market-Adjusted Model,12920,2022-11-17,-0.037193349,-0.117550056,-0.117706506,21,100
Market-Adjusted Model,12923,2022-11-17,0.0523516968,-0.018617055,-0.02816146,21,100
Market-Adjusted Model,12927,2022-11-17,0.2976554009,0.2001133738,0.2171422437,21,100
Market-Adjusted Model,12928,2022-11-17,0.007194273,-0.056612508,-0.073318884,21,100
Market-Adjusted Model,12948,2022-11-17,0.0188936727,-0.060303044,-0.061619484,21,100
Market-Adjusted Model,12949,2022-11-17,0.1018579205,0.0178978453,0.0213447633,21,100
Market-Adjusted Model,12953,2022-11-17,0.1037414357,0.0230802402,0.0232282786,21,100
Market-Adjusted Model,12961,2022-11-17,-0.229230762,-0.329013325,-0.309743919,21,100
Market-Adjusted Model,12974,2022-11-17,0.0726663694,-0.008509422,-0.007846788,21,100
Market-Adjusted Model,12975,2022-11-17,0.0806431221,-0.000038371,0.0001299649,21,100
Market-Adjusted Model,12978,2022-11-17,0.1002682751,0.018615818,0.0197551179,21,100
Market-Adjusted Model,12979,2022-11-17,0.0182442618,-0.062112206,-0.062268895,21,100
Market-Adjusted Model,12980,2022-11-17,0.0339161539,-0.046564436,-0.046597003,21,100
Market-Adjusted Model,12981,2022-11-17,0.1077182606,0.0344851291,0.0272051034,21,100
Market-Adjusted Model,12982,2022-11-17,0.4661653876,0.3311925167,0.3856522304,21,100
Market-Adjusted Model,12991,2022-11-17,-0.028719427,-0.10695875,-0.109232584,21,100
Market-Adjusted Model,12994,2022-11-17,0.2187238032,0.1271584052,0.1382106461,21,100
Market-Adjusted Model,12996,2022-11-17,0.0431655632,-0.037813333,-0.037347594,21,100
Market-Adjusted Model,12997,2022-11-17,0.0049917322,-0.072359722,-0.075521425,21,100
Market-Adjusted Model,12998,2022-11-17,0.0524911742,-0.021338736,-0.028021983,21,100
Market-Adjusted Model,12999,2022-11-17,0.0807471304,0.0001240344,0.0002339732,21,100
Market-Adjusted Model,13000,2022-11-17,0.0396639886,-0.040341646,-0.040849169,21,100
Market-Adjusted Model,13001,2022-11-17,-0.106358338,-0.191218927,-0.186871495,21,100
Market-Adjusted Model,13002,2022-11-17,-0.010170748,-0.089214235,-0.090683905,21,100
Market-Adjusted Model,13006,2022-11-17,0.1071171636,0.025222017,0.0266040064,21,100
Market-Adjusted Model,13007,2022-11-17,0.0691021397,-0.012221653,-0.011411017,21,100
Market-Adjusted Model,13016,2022-11-17,0.0780424683,-0.002101995,-0.002470689,21,100
Market-Adjusted Model,13019,2022-11-17,-0.045341304,-0.115129696,-0.125854461,21,100
Market-Adjusted Model,13023,2022-11-17,0.0893245832,0.0060841537,0.0088114261,21,100
Market-Adjusted Model,13024,2022-11-17,0.0801180654,-0.002190869,-0.000395092,21,100
Market-Adjusted Model,13025,2022-11-17,0.083713574,0.0015185426,0.0032004168,21,100
Market-Adjusted Model,13026,2022-11-17,0.1132108579,0.0289158477,0.0326977008,21,100
Market-Adjusted Model,13027,2022-11-17,0.0835246777,0.0011231004,0.0030115205,21,100
Market-Adjusted Model,13029,2022-11-17,0.1133765404,0.0285987681,0.0328633833,21,100
Market-Adjusted Model,13030,2022-11-17,-0.288711322,-0.406589375,-0.369224479,21,100
Market-Adjusted Model,13031,2022-11-17,-0.073792759,-0.081182578,-0.154305916,21,100
Market-Adjusted Model,13032,2022-11-17,-0.115432585,-0.126930606,-0.195945742,21,100
Market-Adjusted Model,13033,2022-11-17,0.0864961587,0.0042780476,0.0059830015,21,100
Market-Adjusted Model,13034,2022-11-17,-0.006047872,-0.083917232,-0.086561029,21,100
Market-Adjusted Model,13035,2022-11-17,0.0917246362,0.0118505691,0.011211479,21,100
Market-Adjusted Model,13046,2022-11-17,-0.101686326,-0.176170261,-0.182199483,21,100
Market-Adjusted Model,13076,2022-11-17,0.08117577,-0.000332882,0.0006626128,21,100
Market-Adjusted Model,13079,2022-11-17,-0.066658486,-0.14397873,-0.147171643,21,100
Market-Adjusted Model,13085,2022-11-17,0.1094347576,0.025762186,0.0289216004,21,100
Market-Adjusted Model,13089,2022-11-17,0.0280287312,-0.050515696,-0.052484426,21,100
Market-Adjusted Model,13092,2022-11-17,0.0378931396,-0.039726775,-0.042620018,21,100
Market-Adjusted Model,13102,2022-11-17,0.1239749025,0.043712127,0.0434617453,21,100
Market-Adjusted Model,13103,2022-11-17,0.1787500401,0.0980463507,0.0982368829,21,100
Market-Adjusted Model,13105,2022-11-17,0.1217447821,0.0389150716,0.0412316249,21,100
Market-Adjusted Model,13107,2022-11-17,-0.613707865,-0.422992864,-0.694221022,21,100
Market-Adjusted Model,13108,2022-11-17,0.1781205426,0.1445814458,0.0976073855,21,100
Market-Adjusted Model,13111,2022-11-17,-0.427777762,-0.538600269,-0.508290919,21,100
Market-Adjusted Model,13114,2022-11-17,0.255344889,0.158697399,0.1748317319,21,100
Market-Adjusted Model,13116,2022-11-17,-0.025022143,-0.095922513,-0.1055353,21,100
Market-Adjusted Model,13122,2022-11-17,0.1160337502,0.0322683449,0.035520593,21,100
Market-Adjusted Model,13124,2022-11-17,-0.03315004,-0.096535127,-0.113663198,21,100
Market-Adjusted Model,13126,2022-11-17,0.0934858595,0.0101176713,0.0129727023,21,100
Market-Adjusted Model,13129,2022-11-17,0.0560084105,-0.019840562,-0.024504747,21,100
Market-Adjusted Model,13130,2022-11-17,0.0851063138,0.0022158657,0.0045931566,21,100
Market-Adjusted Model,13131,2022-11-17,0.0899250658,0.00825367,0.0094119086,21,100
Market-Adjusted Model,13132,2022-11-17,0.2097044129,0.1211831712,0.1291912557,21,100
Market-Adjusted Model,13137,2022-11-17,0.0106645617,-0.069744691,-0.069848595,21,100
Market-Adjusted Model,13138,2022-11-17,0.0054485564,-0.074942187,-0.075064601,21,100
Market-Adjusted Model,13142,2022-11-17,0.3342367511,0.2237330801,0.253723594,21,100
Market-Adjusted Model,13159,2022-11-17,-0.224642818,-0.317694673,-0.305155975,21,100
Market-Adjusted Model,13168,2022-11-17,-0.106860175,-0.168723404,-0.187373333,21,100
Market-Adjusted Model,13176,2022-11-17,0.0527693387,-0.02776383,-0.027743818,21,100
Market-Adjusted Model,13180,2022-11-17,0.150289011,0.0689872137,0.0697758538,21,100
Market-Adjusted Model,13181,2022-11-17,0.0803984424,0.0079406911,-0.000114715,21,100
Market-Adjusted Model,13182,2022-11-17,0.102124426,0.0196649215,0.0216112689,21,100
Market-Adjusted Model,13188,2022-11-17,0.0752385874,-0.004679087,-0.00527457,21,100
Market-Adjusted Model,13189,2022-11-17,0.0899718879,0.0071413839,0.0094587307,21,100
Market-Adjusted Model,13190,2022-11-17,0.0996647405,0.0165478679,0.0191515833,21,100
Market-Adjusted Model,13193,2022-11-17,-0.011719912,-0.089775664,-0.092233069,21,100
Market-Adjusted Model,13196,2022-11-17,-0.093645474,-0.175483345,-0.174158631,21,100
Market-Adjusted Model,13198,2022-11-17,0.0171997515,-0.060848265,-0.063313406,21,100
Market-Adjusted Model,13202,2022-11-17,0.1204295713,0.0567503231,0.0399164141,21,100
Market-Adjusted Model,13206,2022-11-17,0.0873938829,0.0182171246,0.0068807257,21,100
Market-Adjusted Model,13210,2022-11-17,0.1312858866,0.0611535894,0.0507727295,21,100
Market-Adjusted Model,13211,2022-11-17,0.1543650458,0.0707596175,0.0738518887,21,100
Market-Adjusted Model,13214,2022-11-17,0.178455988,0.0956487276,0.0979428309,21,100
Market-Adjusted Model,13217,2022-11-17,0.1396461814,0.0580923658,0.0591330243,21,100
Market-Adjusted Model,13219,2022-11-17,0.0521561865,-0.027908059,-0.028356971,21,100
Market-Adjusted Model,13220,2022-11-17,0.1436933799,0.0561919939,0.0631802227,21,100
Market-Adjusted Model,13221,2022-11-17,0.1303662587,0.0596673024,0.0498531015,21,100
Market-Adjusted Model,13228,2022-11-17,0.1462500657,0.0589744942,0.0657369085,21,100
Market-Adjusted Model,13229,2022-11-17,0.0965217092,0.0138059315,0.016008552,21,100
Market-Adjusted Model,13230,2022-11-17,0.2333333812,0.141994521,0.152820224,21,100
Market-Adjusted Model,13233,2022-11-17,0.2940052134,0.1906855399,0.2134920562,21,100
Market-Adjusted Model,13234,2022-11-17,0.0293054809,-0.048298421,-0.051207676,21,100
Market-Adjusted Model,13235,2022-11-17,0.0561771523,-0.024063732,-0.024336005,21,100
Market-Adjusted Model,13236,2022-11-17,0.2414183883,0.1440777934,0.1609052311,21,100
Market-Adjusted Model,13240,2022-11-17,0.0399086617,-0.040953779,-0.040604495,21,100
Market-Adjusted Model,13241,2022-11-17,0.0674254854,-0.014449142,-0.013087672,21,100
Market-Adjusted Model,13242,2022-11-17,0.0396025015,-0.041351429,-0.040910656,21,100
Market-Adjusted Model,13244,2022-11-17,-0.021217768,-0.090904663,-0.101730925,21,100
Market-Adjusted Model,13245,2022-11-17,0.033660839,-0.045871968,-0.046852318,21,100
Market-Adjusted Model,13246,2022-11-17,0.094838942,0.0118678505,0.0143257849,21,100
Market-Adjusted Model,13249,2022-11-17,-0.292349702,-0.352586136,-0.372862859,21,100
Market-Adjusted Model,13252,2022-11-17,0.1027670127,0.0199840251,0.0222538555,21,100
Market-Adjusted Model,13253,2022-11-17,-0.073867615,-0.140553431,-0.154380772,21,100
Market-Adjusted Model,13254,2022-11-17,0.0927948731,0.0092247215,0.0122817159,21,100
Market-Adjusted Model,13260,2022-11-17,-0.139999974,-0.216927117,-0.220513131,21,100
Market-Adjusted Model,13265,2022-11-17,-0.413848194,-0.543465087,-0.494361351,21,100
Market-Adjusted Model,13268,2022-11-17,0.1829510788,0.0920092363,0.1024379217,21,100
Market-Adjusted Model,13273,2022-11-17,0.0462108039,-0.034721143,-0.034302353,21,100
Market-Adjusted Model,13278,2022-11-17,0.1535349831,0.0690381285,0.0730218259,21,100
Market-Adjusted Model,13279,2022-11-17,-0.457735814,-0.524629191,-0.538248971,21,100
Market-Adjusted Model,13284,2022-11-17,0.082597972,0.0001457912,0.0020848148,21,100
Market-Adjusted Model,13286,2022-11-17,-0.189633737,-0.270515869,-0.270146894,21,100
Market-Adjusted Model,13293,2022-11-17,0.1103380604,0.0287274895,0.0298249032,21,100
Market-Adjusted Model,13296,2022-11-17,0.0800508761,-0.001145402,-0.000462281,21,100
Market-Adjusted Model,13300,2022-11-17,0.0504478712,-0.030817457,-0.030065286,21,100
Market-Adjusted Model,13301,2022-11-17,-0.288091746,-0.398256767,-0.368604903,21,100
Market-Adjusted Model,13302,2022-11-17,0.031821043,-0.042915007,-0.048692114,21,100
Market-Adjusted Model,13303,2022-11-17,-0.151642949,-0.236434742,-0.232156106,21,100
Market-Adjusted Model,13305,2022-11-17,0.0992451738,0.021361796,0.0187320167,21,100
Market-Adjusted Model,13308,2022-11-17,0.0337416482,-0.046628522,-0.046771509,21,100
Market-Adjusted Model,13310,2022-11-17,-0.030904551,-0.111207584,-0.111417708,21,100
Market-Adjusted Model,13315,2022-11-17,0.6451169345,0.4403335025,0.5646037773,21,100
Market-Adjusted Model,13318,2022-11-17,-0.178532608,-0.257521238,-0.259045765,21,100
Market-Adjusted Model,13321,2022-11-17,-0.26092089,-0.355964091,-0.341434047,21,100
Market-Adjusted Model,13322,2022-11-17,0.0749735387,-0.007696705,-0.005539619,21,100
Market-Adjusted Model,13323,2022-11-17,0.1606217617,0.083721142,0.0801086045,21,100
Market-Adjusted Model,13324,2022-11-17,-0.102941173,-0.167347688,-0.18345433,21,100
Market-Adjusted Model,13325,2022-11-17,2.1181103113,2.059276428,2.0375971542,21,100
Market-Adjusted Model,13326,2022-11-17,0.1968325437,0.1083216264,0.1163193866,21,100
Market-Adjusted Model,13328,2022-11-17,0.4192635342,0.3084525016,0.338750377,21,100
Market-Adjusted Model,13332,2022-11-17,0.005813926,-0.069497211,-0.074699231,21,100
Market-Adjusted Model,13337,2022-11-17,0.1739299303,0.085887593,0.0934167731,21,100
Market-Adjusted Model,13341,2022-11-17,0.0083246135,-0.071202418,-0.072188544,21,100
Market-Adjusted Model,13343,2022-11-17,0.1979899776,0.1123248707,0.1174768204,21,100
Market-Adjusted Model,13344,2022-11-17,0.1302862429,0.0474343366,0.0497730857,21,100
Market-Adjusted Model,13345,2022-11-17,0.0989000668,0.0149006417,0.0183869096,21,100
Market-Adjusted Model,13348,2022-11-17,0.0473796668,-0.033149599,-0.03313349,21,100
Market-Adjusted Model,13350,2022-11-17,0.1038181765,0.0320398009,0.0233050193,21,100
Market-Adjusted Model,13351,2022-11-17,0.0923696229,0.0095493043,0.0118564657,21,100
Market-Adjusted Model,13353,2022-11-17,0.1027487281,0.0204791534,0.0222355709,21,100
Market-Adjusted Model,13356,2022-11-17,0.0424333359,-0.035694837,-0.038079821,21,100
Market-Adjusted Model,13357,2022-11-17,0.0538826414,-0.026508381,-0.026630516,21,100
Market-Adjusted Model,13360,2022-11-17,0.0556157091,-0.024444416,-0.024897448,21,100
Market-Adjusted Model,13361,2022-11-17,0.0712017164,-0.010616542,-0.009311441,21,100
Market-Adjusted Model,13364,2022-11-17,0.0795362829,-0.002695336,-0.000976874,21,100
Market-Adjusted Model,13366,2022-11-17,-0.021885971,-0.099716605,-0.102399128,21,100
Market-Adjusted Model,13369,2022-11-17,-0.102564088,-0.127537845,-0.183077245,21,100
Market-Adjusted Model,13375,2022-11-17,0.0031746016,-0.071060741,-0.077338556,21,100
Market-Adjusted Model,13376,2022-11-17,0.372222274,0.2678456951,0.2917091168,21,100
Market-Adjusted Model,13379,2022-11-17,0.1547680707,0.0927065385,0.0742549135,21,100
Market-Adjusted Model,13380,2022-11-17,0.1016948961,0.0204769841,0.0211817389,21,100
Market-Adjusted Model,13386,2022-11-17,0.1201940944,0.033921935,0.0396809373,21,100
Market-Adjusted Model,13387,2022-11-17,0.0628475284,-0.018633867,-0.017665629,21,100
Market-Adjusted Model,13393,2022-11-17,0.0141421755,-0.066057502,-0.066370982,21,100
Market-Adjusted Model,13399,2022-11-17,0.1002227885,0.0279153634,0.0197096314,21,100
Market-Adjusted Model,13401,2022-11-17,-0.124882629,-0.171479654,-0.205395786,21,100
Market-Adjusted Model,13403,2022-11-17,0.584924695,0.412921569,0.5044115378,21,100
Market-Adjusted Model,13405,2022-11-17,0.1469146967,0.0717847519,0.0664015395,21,100
Market-Adjusted Model,13407,2022-11-17,0.3639275142,0.2438683225,0.283414357,21,100
Market-Adjusted Model,13410,2022-11-17,0.0923121175,0.0122719433,0.0117989603,21,100
Market-Adjusted Model,13411,2022-11-17,0.0536913048,-0.005001928,-0.026821852,21,100
Market-Adjusted Model,13412,2022-11-17,-0.164285721,-0.228195429,-0.244798878,21,100
Market-Adjusted Model,13428,2022-11-17,0.087705124,0.0054202234,0.0071919668,21,100
Market-Adjusted Model,13429,2022-11-17,0.0521326901,-0.021477883,-0.028380467,21,100
Market-Adjusted Model,13431,2022-11-17,0.029364369,-0.048904837,-0.051148788,21,100
Market-Adjusted Model,13436,2022-11-17,0.0487160457,-0.031420627,-0.031797112,21,100
Market-Adjusted Model,13437,2022-11-17,0.1070579136,0.0255728262,0.0265447564,21,100
Market-Adjusted Model,13439,2022-11-17,0.0449380225,-0.030921708,-0.035575135,21,100
Market-Adjusted Model,13441,2022-11-17,0.0507537825,-0.02857523,-0.029759375,21,100
Market-Adjusted Model,13446,2022-11-17,0.041594927,-0.038750308,-0.03891823,21,100
Market-Adjusted Model,13447,2022-11-17,0.051415916,-0.015636196,-0.029097241,21,100
Market-Adjusted Model,13452,2022-11-17,0.2873368813,0.1949476625,0.2068237241,21,100
Market-Adjusted Model,13453,2022-11-17,-0.212368446,-0.265330507,-0.292881603,21,100
Market-Adjusted Model,13455,2022-11-17,-0.47804874,-0.68447589,-0.558561898,21,100
Market-Adjusted Model,13501,2022-11-17,0.0181471115,-0.061428413,-0.062366046,21,100
Market-Adjusted Model,13503,2022-11-17,0.0593400397,-0.021496337,-0.021173117,21,100
Market-Adjusted Model,13505,2022-11-17,0.0725859758,-0.008725642,-0.007927181,21,100
Market-Adjusted Model,13508,2022-11-17,-0.110359631,-0.183665071,-0.190872788,21,100
Market-Adjusted Model,13510,2022-11-17,0.0578362654,-0.023042545,-0.022676892,21,100
Market-Adjusted Model,13511,2022-11-17,0.0674372919,-0.000543165,-0.013075865,21,100
Market-Adjusted Model,13512,2022-11-17,0.0427635579,-0.035630597,-0.037749599,21,100
Market-Adjusted Model,13519,2022-11-17,-0.044673592,-0.120979502,-0.12518675,21,100
